Entity,Code,Year,Age of electoral democracy
Morocco,MAR,1816,non-electoral autocracy
Morocco,MAR,1817,non-electoral autocracy
Morocco,MAR,1818,non-electoral autocracy
Morocco,MAR,1819,non-electoral autocracy
Morocco,MAR,1820,non-electoral autocracy
Morocco,MAR,1821,non-electoral autocracy
Morocco,MAR,1822,non-electoral autocracy
Morocco,MAR,1823,non-electoral autocracy
Morocco,MAR,1824,non-electoral autocracy
Morocco,MAR,1825,non-electoral autocracy
Morocco,MAR,1826,non-electoral autocracy
Morocco,MAR,1827,non-electoral autocracy
Morocco,MAR,1828,non-electoral autocracy
Morocco,MAR,1829,non-electoral autocracy
Morocco,MAR,1830,non-electoral autocracy
Morocco,MAR,1831,non-electoral autocracy
Morocco,MAR,1832,non-electoral autocracy
Morocco,MAR,1833,non-electoral autocracy
Morocco,MAR,1834,non-electoral autocracy
Morocco,MAR,1835,non-electoral autocracy
Morocco,MAR,1836,non-electoral autocracy
Morocco,MAR,1837,non-electoral autocracy
Morocco,MAR,1838,non-electoral autocracy
Morocco,MAR,1839,non-electoral autocracy
Morocco,MAR,1840,non-electoral autocracy
Morocco,MAR,1841,non-electoral autocracy
Morocco,MAR,1842,non-electoral autocracy
Morocco,MAR,1843,non-electoral autocracy
Morocco,MAR,1844,non-electoral autocracy
Morocco,MAR,1845,non-electoral autocracy
Morocco,MAR,1846,non-electoral autocracy
Morocco,MAR,1847,non-electoral autocracy
Morocco,MAR,1848,non-electoral autocracy
Morocco,MAR,1849,non-electoral autocracy
Morocco,MAR,1850,non-electoral autocracy
Morocco,MAR,1851,non-electoral autocracy
Morocco,MAR,1852,non-electoral autocracy
Morocco,MAR,1853,non-electoral autocracy
Morocco,MAR,1854,non-electoral autocracy
Morocco,MAR,1855,non-electoral autocracy
Morocco,MAR,1856,non-electoral autocracy
Morocco,MAR,1857,non-electoral autocracy
Morocco,MAR,1858,non-electoral autocracy
Morocco,MAR,1859,non-electoral autocracy
Morocco,MAR,1860,non-electoral autocracy
Morocco,MAR,1861,non-electoral autocracy
Morocco,MAR,1862,non-electoral autocracy
Morocco,MAR,1863,non-electoral autocracy
Morocco,MAR,1864,non-electoral autocracy
Morocco,MAR,1865,non-electoral autocracy
Morocco,MAR,1866,non-electoral autocracy
Morocco,MAR,1867,non-electoral autocracy
Morocco,MAR,1868,non-electoral autocracy
Morocco,MAR,1869,non-electoral autocracy
Morocco,MAR,1870,non-electoral autocracy
Morocco,MAR,1871,non-electoral autocracy
Morocco,MAR,1872,non-electoral autocracy
Morocco,MAR,1873,non-electoral autocracy
Morocco,MAR,1874,non-electoral autocracy
Morocco,MAR,1875,non-electoral autocracy
Morocco,MAR,1876,non-electoral autocracy
Morocco,MAR,1877,non-electoral autocracy
Morocco,MAR,1878,non-electoral autocracy
Morocco,MAR,1879,non-electoral autocracy
Morocco,MAR,1880,non-electoral autocracy
Morocco,MAR,1881,non-electoral autocracy
Morocco,MAR,1882,non-electoral autocracy
Morocco,MAR,1883,non-electoral autocracy
Morocco,MAR,1884,non-electoral autocracy
Morocco,MAR,1885,non-electoral autocracy
Morocco,MAR,1886,non-electoral autocracy
Morocco,MAR,1887,non-electoral autocracy
Morocco,MAR,1888,non-electoral autocracy
Morocco,MAR,1889,non-electoral autocracy
Morocco,MAR,1890,non-electoral autocracy
Morocco,MAR,1891,non-electoral autocracy
Morocco,MAR,1892,non-electoral autocracy
Morocco,MAR,1893,non-electoral autocracy
Morocco,MAR,1894,non-electoral autocracy
Morocco,MAR,1895,non-electoral autocracy
Morocco,MAR,1896,non-electoral autocracy
Morocco,MAR,1897,non-electoral autocracy
Morocco,MAR,1898,non-electoral autocracy
Morocco,MAR,1899,non-electoral autocracy
Morocco,MAR,1900,non-electoral autocracy
Morocco,MAR,1901,non-electoral autocracy
Morocco,MAR,1902,non-electoral autocracy
Morocco,MAR,1903,non-electoral autocracy
Morocco,MAR,1904,non-electoral autocracy
Morocco,MAR,1905,non-electoral autocracy
Morocco,MAR,1906,non-electoral autocracy
Morocco,MAR,1907,non-electoral autocracy
Morocco,MAR,1908,non-electoral autocracy
Morocco,MAR,1909,non-electoral autocracy
Morocco,MAR,1910,non-electoral autocracy
Morocco,MAR,1911,non-electoral autocracy
Morocco,MAR,1912,non-electoral autocracy
Morocco,MAR,1913,non-electoral autocracy
Morocco,MAR,1914,non-electoral autocracy
Morocco,MAR,1915,non-electoral autocracy
Morocco,MAR,1916,non-electoral autocracy
Morocco,MAR,1917,non-electoral autocracy
Morocco,MAR,1918,non-electoral autocracy
Morocco,MAR,1919,non-electoral autocracy
Morocco,MAR,1920,non-electoral autocracy
Morocco,MAR,1921,non-electoral autocracy
Morocco,MAR,1922,non-electoral autocracy
Morocco,MAR,1923,non-electoral autocracy
Morocco,MAR,1924,non-electoral autocracy
Morocco,MAR,1925,non-electoral autocracy
Morocco,MAR,1926,non-electoral autocracy
Morocco,MAR,1927,non-electoral autocracy
Morocco,MAR,1928,non-electoral autocracy
Morocco,MAR,1929,non-electoral autocracy
Morocco,MAR,1930,non-electoral autocracy
Morocco,MAR,1931,non-electoral autocracy
Morocco,MAR,1932,non-electoral autocracy
Morocco,MAR,1933,non-electoral autocracy
Morocco,MAR,1934,non-electoral autocracy
Morocco,MAR,1935,non-electoral autocracy
Morocco,MAR,1936,non-electoral autocracy
Morocco,MAR,1937,non-electoral autocracy
Morocco,MAR,1938,non-electoral autocracy
Morocco,MAR,1939,non-electoral autocracy
Morocco,MAR,1940,non-electoral autocracy
Morocco,MAR,1941,non-electoral autocracy
Morocco,MAR,1942,non-electoral autocracy
Morocco,MAR,1943,non-electoral autocracy
Morocco,MAR,1944,non-electoral autocracy
Morocco,MAR,1945,non-electoral autocracy
Morocco,MAR,1946,non-electoral autocracy
Morocco,MAR,1947,non-electoral autocracy
Morocco,MAR,1948,non-electoral autocracy
Morocco,MAR,1949,non-electoral autocracy
Morocco,MAR,1950,non-electoral autocracy
Morocco,MAR,1951,non-electoral autocracy
Morocco,MAR,1952,non-electoral autocracy
Morocco,MAR,1953,non-electoral autocracy
Morocco,MAR,1954,non-electoral autocracy
Morocco,MAR,1955,non-electoral autocracy
Morocco,MAR,1956,non-electoral autocracy
Morocco,MAR,1957,non-electoral autocracy
Morocco,MAR,1958,non-electoral autocracy
Morocco,MAR,1959,non-electoral autocracy
Morocco,MAR,1960,non-electoral autocracy
Morocco,MAR,1961,non-electoral autocracy
Morocco,MAR,1962,non-electoral autocracy
Morocco,MAR,1963,multi-party autocracy without elected executive
Morocco,MAR,1964,multi-party autocracy without elected executive
Morocco,MAR,1965,non-electoral autocracy
Morocco,MAR,1966,non-electoral autocracy
Morocco,MAR,1967,non-electoral autocracy
Morocco,MAR,1968,non-electoral autocracy
Morocco,MAR,1969,non-electoral autocracy
Morocco,MAR,1970,one-party autocracy
Morocco,MAR,1971,one-party autocracy
Morocco,MAR,1972,non-electoral autocracy
Morocco,MAR,1973,non-electoral autocracy
Morocco,MAR,1974,non-electoral autocracy
Morocco,MAR,1975,non-electoral autocracy
Morocco,MAR,1976,non-electoral autocracy
Morocco,MAR,1977,multi-party autocracy without elected executive
Morocco,MAR,1978,multi-party autocracy without elected executive
Morocco,MAR,1979,multi-party autocracy without elected executive
Morocco,MAR,1980,multi-party autocracy without elected executive
Morocco,MAR,1981,multi-party autocracy without elected executive
Morocco,MAR,1982,multi-party autocracy without elected executive
Morocco,MAR,1983,non-electoral autocracy
Morocco,MAR,1984,multi-party autocracy without elected executive
Morocco,MAR,1985,multi-party autocracy without elected executive
Morocco,MAR,1986,multi-party autocracy without elected executive
Morocco,MAR,1987,multi-party autocracy without elected executive
Morocco,MAR,1988,multi-party autocracy without elected executive
Morocco,MAR,1989,multi-party autocracy without elected executive
Morocco,MAR,1990,multi-party autocracy without elected executive
Morocco,MAR,1991,multi-party autocracy without elected executive
Morocco,MAR,1992,multi-party autocracy without elected executive
Morocco,MAR,1993,multi-party autocracy without elected executive
Morocco,MAR,1994,multi-party autocracy without elected executive
Morocco,MAR,1995,multi-party autocracy without elected executive
Morocco,MAR,1996,multi-party autocracy without elected executive
Morocco,MAR,1997,multi-party autocracy without elected executive
Morocco,MAR,1998,multi-party autocracy without elected executive
Morocco,MAR,1999,multi-party autocracy without elected executive
Morocco,MAR,2000,multi-party autocracy without elected executive
Morocco,MAR,2001,multi-party autocracy without elected executive
Morocco,MAR,2002,multi-party autocracy without elected executive
Morocco,MAR,2003,multi-party autocracy without elected executive
Morocco,MAR,2004,multi-party autocracy without elected executive
Morocco,MAR,2005,multi-party autocracy without elected executive
Morocco,MAR,2006,multi-party autocracy without elected executive
Morocco,MAR,2007,multi-party autocracy without elected executive
Morocco,MAR,2008,multi-party autocracy without elected executive
Morocco,MAR,2009,multi-party autocracy without elected executive
Morocco,MAR,2010,multi-party autocracy without elected executive
Morocco,MAR,2011,multi-party autocracy without elected executive
Morocco,MAR,2012,multi-party autocracy without elected executive
Morocco,MAR,2013,multi-party autocracy without elected executive
Morocco,MAR,2014,multi-party autocracy without elected executive
Morocco,MAR,2015,multi-party autocracy without elected executive
Morocco,MAR,2016,multi-party autocracy without elected executive
Morocco,MAR,2017,multi-party autocracy without elected executive
Morocco,MAR,2018,multi-party autocracy without elected executive
Morocco,MAR,2019,multi-party autocracy without elected executive
Morocco,MAR,2020,multi-party autocracy without elected executive
Morocco,MAR,2021,multi-party autocracy without elected executive
Morocco,MAR,2022,multi-party autocracy without elected executive
Morocco,MAR,2023,multi-party autocracy without elected executive
Morocco,MAR,2024,multi-party autocracy without elected executive
Mozambique,MOZ,1893,non-electoral autocracy
Mozambique,MOZ,1894,non-electoral autocracy
Mozambique,MOZ,1895,non-electoral autocracy
Mozambique,MOZ,1896,non-electoral autocracy
Mozambique,MOZ,1897,non-electoral autocracy
Mozambique,MOZ,1898,non-electoral autocracy
Mozambique,MOZ,1899,non-electoral autocracy
Mozambique,MOZ,1900,non-electoral autocracy
Mozambique,MOZ,1901,non-electoral autocracy
Mozambique,MOZ,1902,non-electoral autocracy
Mozambique,MOZ,1903,non-electoral autocracy
Mozambique,MOZ,1904,non-electoral autocracy
Mozambique,MOZ,1905,non-electoral autocracy
Mozambique,MOZ,1906,non-electoral autocracy
Mozambique,MOZ,1907,non-electoral autocracy
Mozambique,MOZ,1908,non-electoral autocracy
Mozambique,MOZ,1909,non-electoral autocracy
Mozambique,MOZ,1910,non-electoral autocracy
Mozambique,MOZ,1911,non-electoral autocracy
Mozambique,MOZ,1912,non-electoral autocracy
Mozambique,MOZ,1913,non-electoral autocracy
Mozambique,MOZ,1914,non-electoral autocracy
Mozambique,MOZ,1915,non-electoral autocracy
Mozambique,MOZ,1916,non-electoral autocracy
Mozambique,MOZ,1917,non-electoral autocracy
Mozambique,MOZ,1918,non-electoral autocracy
Mozambique,MOZ,1919,non-electoral autocracy
Mozambique,MOZ,1920,non-electoral autocracy
Mozambique,MOZ,1921,non-electoral autocracy
Mozambique,MOZ,1922,non-electoral autocracy
Mozambique,MOZ,1923,non-electoral autocracy
Mozambique,MOZ,1924,non-electoral autocracy
Mozambique,MOZ,1925,non-electoral autocracy
Mozambique,MOZ,1926,non-electoral autocracy
Mozambique,MOZ,1927,non-electoral autocracy
Mozambique,MOZ,1928,non-electoral autocracy
Mozambique,MOZ,1929,non-electoral autocracy
Mozambique,MOZ,1930,non-electoral autocracy
Mozambique,MOZ,1931,non-electoral autocracy
Mozambique,MOZ,1932,non-electoral autocracy
Mozambique,MOZ,1933,non-electoral autocracy
Mozambique,MOZ,1934,non-electoral autocracy
Mozambique,MOZ,1935,non-electoral autocracy
Mozambique,MOZ,1936,non-electoral autocracy
Mozambique,MOZ,1937,non-electoral autocracy
Mozambique,MOZ,1938,non-electoral autocracy
Mozambique,MOZ,1939,non-electoral autocracy
Mozambique,MOZ,1940,non-electoral autocracy
Mozambique,MOZ,1941,non-electoral autocracy
Mozambique,MOZ,1942,non-electoral autocracy
Mozambique,MOZ,1943,non-electoral autocracy
Mozambique,MOZ,1944,non-electoral autocracy
Mozambique,MOZ,1945,non-electoral autocracy
Mozambique,MOZ,1946,non-electoral autocracy
Mozambique,MOZ,1947,non-electoral autocracy
Mozambique,MOZ,1948,non-electoral autocracy
Mozambique,MOZ,1949,non-electoral autocracy
Mozambique,MOZ,1950,non-electoral autocracy
Mozambique,MOZ,1951,non-electoral autocracy
Mozambique,MOZ,1952,non-electoral autocracy
Mozambique,MOZ,1953,non-electoral autocracy
Mozambique,MOZ,1954,non-electoral autocracy
Mozambique,MOZ,1955,non-electoral autocracy
Mozambique,MOZ,1956,non-electoral autocracy
Mozambique,MOZ,1957,non-electoral autocracy
Mozambique,MOZ,1958,non-electoral autocracy
Mozambique,MOZ,1959,non-electoral autocracy
Mozambique,MOZ,1960,non-electoral autocracy
Mozambique,MOZ,1961,non-electoral autocracy
Mozambique,MOZ,1962,non-electoral autocracy
Mozambique,MOZ,1963,non-electoral autocracy
Mozambique,MOZ,1964,non-electoral autocracy
Mozambique,MOZ,1965,non-electoral autocracy
Mozambique,MOZ,1966,non-electoral autocracy
Mozambique,MOZ,1967,non-electoral autocracy
Mozambique,MOZ,1968,non-electoral autocracy
Mozambique,MOZ,1969,non-electoral autocracy
Mozambique,MOZ,1970,non-electoral autocracy
Mozambique,MOZ,1971,non-electoral autocracy
Mozambique,MOZ,1972,non-electoral autocracy
Mozambique,MOZ,1973,one-party autocracy
Mozambique,MOZ,1974,one-party autocracy
Mozambique,MOZ,1975,one-party autocracy
Mozambique,MOZ,1976,one-party autocracy
Mozambique,MOZ,1977,one-party autocracy
Mozambique,MOZ,1978,one-party autocracy
Mozambique,MOZ,1979,one-party autocracy
Mozambique,MOZ,1980,one-party autocracy
Mozambique,MOZ,1981,one-party autocracy
Mozambique,MOZ,1982,one-party autocracy
Mozambique,MOZ,1983,one-party autocracy
Mozambique,MOZ,1984,one-party autocracy
Mozambique,MOZ,1985,one-party autocracy
Mozambique,MOZ,1986,one-party autocracy
Mozambique,MOZ,1987,one-party autocracy
Mozambique,MOZ,1988,one-party autocracy
Mozambique,MOZ,1989,one-party autocracy
Mozambique,MOZ,1990,one-party autocracy
Mozambique,MOZ,1991,one-party autocracy
Mozambique,MOZ,1992,one-party autocracy
Mozambique,MOZ,1993,one-party autocracy
Mozambique,MOZ,1994,1
Mozambique,MOZ,1995,2
Mozambique,MOZ,1996,3
Mozambique,MOZ,1997,4
Mozambique,MOZ,1998,5
Mozambique,MOZ,1999,6
Mozambique,MOZ,2000,7
Mozambique,MOZ,2001,8
Mozambique,MOZ,2002,9
Mozambique,MOZ,2003,10
Mozambique,MOZ,2004,11
Mozambique,MOZ,2005,12
Mozambique,MOZ,2006,13
Mozambique,MOZ,2007,14
Mozambique,MOZ,2008,15
Mozambique,MOZ,2009,multi-party autocracy
Mozambique,MOZ,2010,multi-party autocracy
Mozambique,MOZ,2011,multi-party autocracy
Mozambique,MOZ,2012,multi-party autocracy
Mozambique,MOZ,2013,multi-party autocracy
Mozambique,MOZ,2014,multi-party autocracy
Mozambique,MOZ,2015,multi-party autocracy
Mozambique,MOZ,2016,multi-party autocracy
Mozambique,MOZ,2017,multi-party autocracy
Mozambique,MOZ,2018,multi-party autocracy
Mozambique,MOZ,2019,multi-party autocracy
Mozambique,MOZ,2020,multi-party autocracy
Mozambique,MOZ,2021,multi-party autocracy
Mozambique,MOZ,2022,multi-party autocracy
Mozambique,MOZ,2023,multi-party autocracy
Mozambique,MOZ,2024,multi-party autocracy
Myanmar,MMR,1789,non-electoral autocracy
Myanmar,MMR,1790,non-electoral autocracy
Myanmar,MMR,1791,non-electoral autocracy
Myanmar,MMR,1792,non-electoral autocracy
Myanmar,MMR,1793,non-electoral autocracy
Myanmar,MMR,1794,non-electoral autocracy
Myanmar,MMR,1795,non-electoral autocracy
Myanmar,MMR,1796,non-electoral autocracy
Myanmar,MMR,1797,non-electoral autocracy
Myanmar,MMR,1798,non-electoral autocracy
Myanmar,MMR,1799,non-electoral autocracy
Myanmar,MMR,1800,non-electoral autocracy
Myanmar,MMR,1801,non-electoral autocracy
Myanmar,MMR,1802,non-electoral autocracy
Myanmar,MMR,1803,non-electoral autocracy
Myanmar,MMR,1804,non-electoral autocracy
Myanmar,MMR,1805,non-electoral autocracy
Myanmar,MMR,1806,non-electoral autocracy
Myanmar,MMR,1807,non-electoral autocracy
Myanmar,MMR,1808,non-electoral autocracy
Myanmar,MMR,1809,non-electoral autocracy
Myanmar,MMR,1810,non-electoral autocracy
Myanmar,MMR,1811,non-electoral autocracy
Myanmar,MMR,1812,non-electoral autocracy
Myanmar,MMR,1813,non-electoral autocracy
Myanmar,MMR,1814,non-electoral autocracy
Myanmar,MMR,1815,non-electoral autocracy
Myanmar,MMR,1816,non-electoral autocracy
Myanmar,MMR,1817,non-electoral autocracy
Myanmar,MMR,1818,non-electoral autocracy
Myanmar,MMR,1819,non-electoral autocracy
Myanmar,MMR,1820,non-electoral autocracy
Myanmar,MMR,1821,non-electoral autocracy
Myanmar,MMR,1822,non-electoral autocracy
Myanmar,MMR,1823,non-electoral autocracy
Myanmar,MMR,1824,non-electoral autocracy
Myanmar,MMR,1825,non-electoral autocracy
Myanmar,MMR,1826,non-electoral autocracy
Myanmar,MMR,1827,non-electoral autocracy
Myanmar,MMR,1828,non-electoral autocracy
Myanmar,MMR,1829,non-electoral autocracy
Myanmar,MMR,1830,non-electoral autocracy
Myanmar,MMR,1831,non-electoral autocracy
Myanmar,MMR,1832,non-electoral autocracy
Myanmar,MMR,1833,non-electoral autocracy
Myanmar,MMR,1834,non-electoral autocracy
Myanmar,MMR,1835,non-electoral autocracy
Myanmar,MMR,1836,non-electoral autocracy
Myanmar,MMR,1837,non-electoral autocracy
Myanmar,MMR,1838,non-electoral autocracy
Myanmar,MMR,1839,non-electoral autocracy
Myanmar,MMR,1840,non-electoral autocracy
Myanmar,MMR,1841,non-electoral autocracy
Myanmar,MMR,1842,non-electoral autocracy
Myanmar,MMR,1843,non-electoral autocracy
Myanmar,MMR,1844,non-electoral autocracy
Myanmar,MMR,1845,non-electoral autocracy
Myanmar,MMR,1846,non-electoral autocracy
Myanmar,MMR,1847,non-electoral autocracy
Myanmar,MMR,1848,non-electoral autocracy
Myanmar,MMR,1849,non-electoral autocracy
Myanmar,MMR,1850,non-electoral autocracy
Myanmar,MMR,1851,non-electoral autocracy
Myanmar,MMR,1852,non-electoral autocracy
Myanmar,MMR,1853,non-electoral autocracy
Myanmar,MMR,1854,non-electoral autocracy
Myanmar,MMR,1855,non-electoral autocracy
Myanmar,MMR,1856,non-electoral autocracy
Myanmar,MMR,1857,non-electoral autocracy
Myanmar,MMR,1858,non-electoral autocracy
Myanmar,MMR,1859,non-electoral autocracy
Myanmar,MMR,1860,non-electoral autocracy
Myanmar,MMR,1861,non-electoral autocracy
Myanmar,MMR,1862,non-electoral autocracy
Myanmar,MMR,1863,non-electoral autocracy
Myanmar,MMR,1864,non-electoral autocracy
Myanmar,MMR,1865,non-electoral autocracy
Myanmar,MMR,1866,non-electoral autocracy
Myanmar,MMR,1867,non-electoral autocracy
Myanmar,MMR,1868,non-electoral autocracy
Myanmar,MMR,1869,non-electoral autocracy
Myanmar,MMR,1870,non-electoral autocracy
Myanmar,MMR,1871,non-electoral autocracy
Myanmar,MMR,1872,non-electoral autocracy
Myanmar,MMR,1873,non-electoral autocracy
Myanmar,MMR,1874,non-electoral autocracy
Myanmar,MMR,1875,non-electoral autocracy
Myanmar,MMR,1876,non-electoral autocracy
Myanmar,MMR,1877,non-electoral autocracy
Myanmar,MMR,1878,non-electoral autocracy
Myanmar,MMR,1879,non-electoral autocracy
Myanmar,MMR,1880,non-electoral autocracy
Myanmar,MMR,1881,non-electoral autocracy
Myanmar,MMR,1882,non-electoral autocracy
Myanmar,MMR,1883,non-electoral autocracy
Myanmar,MMR,1884,non-electoral autocracy
Myanmar,MMR,1885,non-electoral autocracy
Myanmar,MMR,1886,non-electoral autocracy
Myanmar,MMR,1887,non-electoral autocracy
Myanmar,MMR,1888,non-electoral autocracy
Myanmar,MMR,1889,non-electoral autocracy
Myanmar,MMR,1890,non-electoral autocracy
Myanmar,MMR,1891,non-electoral autocracy
Myanmar,MMR,1892,non-electoral autocracy
Myanmar,MMR,1893,non-electoral autocracy
Myanmar,MMR,1894,non-electoral autocracy
Myanmar,MMR,1895,non-electoral autocracy
Myanmar,MMR,1896,non-electoral autocracy
Myanmar,MMR,1897,non-electoral autocracy
Myanmar,MMR,1898,non-electoral autocracy
Myanmar,MMR,1899,non-electoral autocracy
Myanmar,MMR,1900,non-electoral autocracy
Myanmar,MMR,1901,non-electoral autocracy
Myanmar,MMR,1902,non-electoral autocracy
Myanmar,MMR,1903,non-electoral autocracy
Myanmar,MMR,1904,non-electoral autocracy
Myanmar,MMR,1905,non-electoral autocracy
Myanmar,MMR,1906,non-electoral autocracy
Myanmar,MMR,1907,non-electoral autocracy
Myanmar,MMR,1908,non-electoral autocracy
Myanmar,MMR,1909,non-electoral autocracy
Myanmar,MMR,1910,non-electoral autocracy
Myanmar,MMR,1911,non-electoral autocracy
Myanmar,MMR,1912,non-electoral autocracy
Myanmar,MMR,1913,non-electoral autocracy
Myanmar,MMR,1914,non-electoral autocracy
Myanmar,MMR,1915,non-electoral autocracy
Myanmar,MMR,1916,non-electoral autocracy
Myanmar,MMR,1917,non-electoral autocracy
Myanmar,MMR,1918,non-electoral autocracy
Myanmar,MMR,1919,non-electoral autocracy
Myanmar,MMR,1920,non-electoral autocracy
Myanmar,MMR,1921,non-electoral autocracy
Myanmar,MMR,1922,multi-party autocracy without elected executive
Myanmar,MMR,1923,multi-party autocracy without elected executive
Myanmar,MMR,1924,multi-party autocracy without elected executive
Myanmar,MMR,1925,multi-party autocracy without elected executive
Myanmar,MMR,1926,multi-party autocracy without elected executive
Myanmar,MMR,1927,multi-party autocracy without elected executive
Myanmar,MMR,1928,multi-party autocracy without elected executive
Myanmar,MMR,1929,multi-party autocracy without elected executive
Myanmar,MMR,1930,multi-party autocracy without elected executive
Myanmar,MMR,1931,multi-party autocracy without elected executive
Myanmar,MMR,1932,multi-party autocracy without elected executive
Myanmar,MMR,1933,multi-party autocracy without elected executive
Myanmar,MMR,1934,multi-party autocracy without elected executive
Myanmar,MMR,1935,multi-party autocracy without elected executive
Myanmar,MMR,1936,multi-party autocracy without elected executive
Myanmar,MMR,1937,multi-party autocracy without elected executive
Myanmar,MMR,1938,multi-party autocracy without elected executive
Myanmar,MMR,1939,multi-party autocracy without elected executive
Myanmar,MMR,1940,multi-party autocracy without elected executive
Myanmar,MMR,1941,multi-party autocracy without elected executive
Myanmar,MMR,1942,multi-party autocracy without elected executive
Myanmar,MMR,1943,multi-party autocracy without elected executive
Myanmar,MMR,1944,multi-party autocracy without elected executive
Myanmar,MMR,1945,multi-party autocracy without elected executive
Myanmar,MMR,1946,multi-party autocracy without elected executive
Myanmar,MMR,1947,multi-party autocracy without elected executive
Myanmar,MMR,1948,1
Myanmar,MMR,1949,2
Myanmar,MMR,1950,3
Myanmar,MMR,1951,4
Myanmar,MMR,1952,5
Myanmar,MMR,1953,6
Myanmar,MMR,1954,7
Myanmar,MMR,1955,8
Myanmar,MMR,1956,9
Myanmar,MMR,1957,10
Myanmar,MMR,1958,non-electoral autocracy
Myanmar,MMR,1959,non-electoral autocracy
Myanmar,MMR,1960,1
Myanmar,MMR,1961,2
Myanmar,MMR,1962,non-electoral autocracy
Myanmar,MMR,1963,non-electoral autocracy
Myanmar,MMR,1964,non-electoral autocracy
Myanmar,MMR,1965,non-electoral autocracy
Myanmar,MMR,1966,non-electoral autocracy
Myanmar,MMR,1967,non-electoral autocracy
Myanmar,MMR,1968,non-electoral autocracy
Myanmar,MMR,1969,non-electoral autocracy
Myanmar,MMR,1970,non-electoral autocracy
Myanmar,MMR,1971,non-electoral autocracy
Myanmar,MMR,1972,non-electoral autocracy
Myanmar,MMR,1973,non-electoral autocracy
Myanmar,MMR,1974,one-party autocracy
Myanmar,MMR,1975,one-party autocracy
Myanmar,MMR,1976,one-party autocracy
Myanmar,MMR,1977,one-party autocracy
Myanmar,MMR,1978,one-party autocracy
Myanmar,MMR,1979,one-party autocracy
Myanmar,MMR,1980,one-party autocracy
Myanmar,MMR,1981,one-party autocracy
Myanmar,MMR,1982,one-party autocracy
Myanmar,MMR,1983,one-party autocracy
Myanmar,MMR,1984,one-party autocracy
Myanmar,MMR,1985,one-party autocracy
Myanmar,MMR,1986,one-party autocracy
Myanmar,MMR,1987,one-party autocracy
Myanmar,MMR,1988,non-electoral autocracy
Myanmar,MMR,1989,non-electoral autocracy
Myanmar,MMR,1990,non-electoral autocracy
Myanmar,MMR,1991,non-electoral autocracy
Myanmar,MMR,1992,non-electoral autocracy
Myanmar,MMR,1993,non-electoral autocracy
Myanmar,MMR,1994,non-electoral autocracy
Myanmar,MMR,1995,non-electoral autocracy
Myanmar,MMR,1996,non-electoral autocracy
Myanmar,MMR,1997,non-electoral autocracy
Myanmar,MMR,1998,non-electoral autocracy
Myanmar,MMR,1999,non-electoral autocracy
Myanmar,MMR,2000,non-electoral autocracy
Myanmar,MMR,2001,one-party autocracy
Myanmar,MMR,2002,one-party autocracy
Myanmar,MMR,2003,one-party autocracy
Myanmar,MMR,2004,one-party autocracy
Myanmar,MMR,2005,one-party autocracy
Myanmar,MMR,2006,one-party autocracy
Myanmar,MMR,2007,one-party autocracy
Myanmar,MMR,2008,one-party autocracy
Myanmar,MMR,2009,one-party autocracy
Myanmar,MMR,2010,multi-party autocracy
Myanmar,MMR,2011,multi-party autocracy
Myanmar,MMR,2012,multi-party autocracy
Myanmar,MMR,2013,multi-party autocracy
Myanmar,MMR,2014,multi-party autocracy
Myanmar,MMR,2015,1
Myanmar,MMR,2016,2
Myanmar,MMR,2017,3
Myanmar,MMR,2018,4
Myanmar,MMR,2019,5
Myanmar,MMR,2020,6
Myanmar,MMR,2021,non-electoral autocracy
Myanmar,MMR,2022,non-electoral autocracy
Myanmar,MMR,2023,non-electoral autocracy
Myanmar,MMR,2024,non-electoral autocracy
Namibia,NAM,1884,non-electoral autocracy
Namibia,NAM,1885,non-electoral autocracy
Namibia,NAM,1886,non-electoral autocracy
Namibia,NAM,1887,non-electoral autocracy
Namibia,NAM,1888,non-electoral autocracy
Namibia,NAM,1889,non-electoral autocracy
Namibia,NAM,1890,non-electoral autocracy
Namibia,NAM,1891,non-electoral autocracy
Namibia,NAM,1892,non-electoral autocracy
Namibia,NAM,1893,non-electoral autocracy
Namibia,NAM,1894,non-electoral autocracy
Namibia,NAM,1895,non-electoral autocracy
Namibia,NAM,1896,non-electoral autocracy
Namibia,NAM,1897,non-electoral autocracy
Namibia,NAM,1898,non-electoral autocracy
Namibia,NAM,1899,non-electoral autocracy
Namibia,NAM,1900,non-electoral autocracy
Namibia,NAM,1901,non-electoral autocracy
Namibia,NAM,1902,non-electoral autocracy
Namibia,NAM,1903,non-electoral autocracy
Namibia,NAM,1904,non-electoral autocracy
Namibia,NAM,1905,non-electoral autocracy
Namibia,NAM,1906,non-electoral autocracy
Namibia,NAM,1907,non-electoral autocracy
Namibia,NAM,1908,non-electoral autocracy
Namibia,NAM,1909,non-electoral autocracy
Namibia,NAM,1910,non-electoral autocracy
Namibia,NAM,1911,non-electoral autocracy
Namibia,NAM,1912,non-electoral autocracy
Namibia,NAM,1913,non-electoral autocracy
Namibia,NAM,1914,non-electoral autocracy
Namibia,NAM,1915,non-electoral autocracy
Namibia,NAM,1916,non-electoral autocracy
Namibia,NAM,1917,non-electoral autocracy
Namibia,NAM,1918,non-electoral autocracy
Namibia,NAM,1919,non-electoral autocracy
Namibia,NAM,1920,non-electoral autocracy
Namibia,NAM,1921,non-electoral autocracy
Namibia,NAM,1922,non-electoral autocracy
